NOM_ENT,Grupo quinquenal de edad,AÑO,Total,Hombres,Mujeres
Nuevo León,0 a 4 años,2010,4653458,2320185,2333273
Nuevo León,0 a 4 años,2020,454909,229807,225102
Oaxaca,No especificado,1990,6340,3022,3318
Oaxaca,No especificado,1995,14723,6561,8162
Oaxaca,No especificado,2000,1013,421,592
Oaxaca,No especificado,2005,992,365,627
Oaxaca,No especificado,2010,1047,407,640
Oaxaca,No especificado,2020,9388,4668,4720
Oaxaca,95 a 99 años,1990,1879,732,1147
Oaxaca,95 a 99 años,1995,2299,976,1323
Oaxaca,95 a 99 años,2000,5243,2301,2942
Oaxaca,95 a 99 años,2005,5751,2498,3253
Oaxaca,95 a 99 años,2010,7840,3481,4359
Oaxaca,95 a 99 años,2020,4898,2080,2818
Oaxaca,90 a 94 años,1990,4323,1849,2474
Oaxaca,90 a 94 años,1995,4457,1928,2529
Oaxaca,90 a 94 años,2000,12144,5476,6668
Oaxaca,90 a 94 años,2005,15726,7149,8577
Oaxaca,90 a 94 años,2010,21170,9631,11539
Oaxaca,90 a 94 años,2020,12630,5550,7080
Oaxaca,85 a 89 años,1990,9700,4452,5248
Oaxaca,85 a 89 años,1995,9835,4628,5207
Oaxaca,85 a 89 años,2000,22243,10161,12082
Oaxaca,85 a 89 años,2005,29144,13547,15597
Oaxaca,85 a 89 años,2010,35768,16415,19353
Oaxaca,85 a 89 años,2020,31435,14216,17219
Oaxaca,80 a 84 años,1990,17595,7929,9666
Oaxaca,80 a 84 años,1995,18426,8419,10007
Oaxaca,80 a 84 años,2000,36889,17946,18943
Oaxaca,80 a 84 años,2005,44826,21403,23423
Oaxaca,80 a 84 años,2010,55599,26055,29544
Oaxaca,80 a 84 años,2020,50714,23170,27544
Oaxaca,75 a 79 años,1990,24056,11640,12416
Oaxaca,75 a 79 años,1995,28012,13617,14395
Oaxaca,75 a 79 años,2000,52015,25100,26915
Oaxaca,75 a 79 años,2005,61759,29226,32533
Oaxaca,75 a 79 años,2010,80884,37246,43638
Oaxaca,75 a 79 años,2020,73118,34298,38820
Oaxaca,70 a 74 años,1990,35881,17231,18650
Oaxaca,70 a 74 años,1995,43471,21251,22220
Oaxaca,70 a 74 años,2000,68801,32165,36636
Oaxaca,70 a 74 años,2005,77317,35777,41540
Oaxaca,70 a 74 años,2010,90363,41593,48770
Oaxaca,70 a 74 años,2020,93692,43728,49964
Oaxaca,65 a 69 años,1990,48631,23567,25064
Oaxaca,65 a 69 años,1995,55762,26632,29130
Oaxaca,65 a 69 años,2000,89096,42185,46911
Oaxaca,65 a 69 años,2005,102856,47633,55223
Oaxaca,65 a 69 años,2010,110092,51536,58556
Oaxaca,65 a 69 años,2020,127194,58872,68322
Oaxaca,60 a 64 años,1990,68702,33329,35373
Oaxaca,60 a 64 años,1995,78424,37683,40741
Oaxaca,60 a 64 años,2000,96806,45487,51319
Oaxaca,60 a 64 años,2005,107316,50555,56761
Oaxaca,60 a 64 años,2010,134078,63189,70889
Oaxaca,60 a 64 años,2020,155780,72135,83645
Oaxaca,55 a 59 años,1990,77251,37064,40187
Oaxaca,55 a 59 años,1995,83816,39984,43832
Oaxaca,55 a 59 años,2000,116999,55337,61662
Oaxaca,55 a 59 años,2005,136431,64181,72250
Oaxaca,55 a 59 años,2010,163536,75664,87872
Oaxaca,55 a 59 años,2020,179408,83007,96401
Oaxaca,50 a 54 años,1990,93382,44627,48755
Oaxaca,50 a 54 años,1995,103778,49639,54139
Oaxaca,50 a 54 años,2000,139877,65800,74077
Oaxaca,50 a 54 años,2005,161350,74758,86592
Oaxaca,50 a 54 años,2010,187021,86487,100534
Oaxaca,50 a 54 años,2020,210438,96862,113576
Oaxaca,5 a 9 años,1990,452387,228078,224309
Oaxaca,5 a 9 años,1995,436486,220830,215656
Oaxaca,5 a 9 años,2000,395993,200413,195580
Oaxaca,5 a 9 años,2005,357272,180883,176389
Oaxaca,5 a 9 años,2010,373371,189157,184214
Oaxaca,5 a 9 años,2020,388759,195501,193258
Oaxaca,45 a 49 años,1990,114456,54594,59862
Oaxaca,45 a 49 años,1995,123361,58894,64467
Oaxaca,45 a 49 años,2000,167187,78342,88845
Oaxaca,45 a 49 años,2005,185440,86072,99368
Oaxaca,45 a 49 años,2010,208666,96524,112142
Oaxaca,45 a 49 años,2020,233971,108738,125233
Oaxaca,40 a 44 años,1990,122750,58580,64170
Oaxaca,40 a 44 años,1995,143539,69431,74108
Oaxaca,40 a 44 años,2000,199131,92160,106971
Oaxaca,40 a 44 años,2005,210256,95780,114476
Oaxaca,40 a 44 años,2010,244019,112008,132011
Oaxaca,40 a 44 años,2020,259478,120384,139094
Oaxaca,35 a 39 años,1990,158367,74828,83539
Oaxaca,35 a 39 años,1995,183926,86730,97196
Oaxaca,35 a 39 años,2000,213839,98179,115660
Oaxaca,35 a 39 años,2005,230648,104049,126599
Oaxaca,35 a 39 años,2010,259112,117774,141338
Oaxaca,35 a 39 años,2020,276496,127897,148599
Oaxaca,30 a 34 años,1990,174609,82811,91798
Oaxaca,30 a 34 años,1995,198336,94093,104243
Oaxaca,30 a 34 años,2000,239657,109330,130327
Oaxaca,30 a 34 años,2005,243386,108120,135266
Oaxaca,30 a 34 años,2010,268969,122545,146424
Oaxaca,30 a 34 años,2020,289279,132924,156355
Oaxaca,25 a 29 años,1990,205136,95962,109174
Oaxaca,25 a 29 años,1995,223026,104693,118333
Oaxaca,25 a 29 años,2000,288035,130967,157068
Oaxaca,25 a 29 años,2005,281999,127254,154745
Oaxaca,25 a 29 años,2010,313523,145055,168468
Oaxaca,25 a 29 años,2020,307124,141381,165743
Oaxaca,20 a 24 años,1990,245537,115625,129912
Oaxaca,20 a 24 años,1995,281574,133575,147999
Oaxaca,20 a 24 años,2000,364876,177322,187554
Oaxaca,20 a 24 años,2005,366868,178035,188833
Oaxaca,20 a 24 años,2010,406873,200381,206492
Oaxaca,20 a 24 años,2020,310307,147137,163170
Oaxaca,15 a 19 años,1990,324057,159459,164598
Oaxaca,15 a 19 años,1995,358526,178098,180428
Oaxaca,15 a 19 años,2000,443874,224737,219137
Oaxaca,15 a 19 años,2005,443980,223625,220355
Oaxaca,15 a 19 años,2010,414392,209447,204945
Oaxaca,15 a 19 años,2020,358708,178973,179735
Oaxaca,100 años y más,1990,1070,433,637
Oaxaca,100 años y más,1995,731,291,440
Oaxaca,100 años y más,2000,2871,1176,1695
Oaxaca,100 años y más,2005,2870,1217,1653
Oaxaca,100 años y más,2010,3406,1401,2005
Oaxaca,100 años y más,2020,1116,433,683
Oaxaca,10 a 14 años,1990,422710,214416,208294
Oaxaca,10 a 14 años,1995,434282,220899,213383
Oaxaca,10 a 14 años,2000,458507,230819,227688
Oaxaca,10 a 14 años,2005,394779,199744,195035
Oaxaca,10 a 14 años,2010,399632,201833,197799
Oaxaca,10 a 14 años,2020,398362,201586,196776
Oaxaca,0 a 4 años,1990,410741,207210,203531
Oaxaca,0 a 4 años,1995,402105,203558,198547
Oaxaca,0 a 4 años,2000,3438765,1657406,1781359
Oaxaca,0 a 4 años,2005,3506821,1674855,1831966
Oaxaca,0 a 4 años,2010,3801962,1819008,1982954
Oaxaca,0 a 4 años,2020,359853,181303,178550
Puebla,No especificado,1990,10712,5103,5609
Puebla,No especificado,1995,5331,2410,2921
Puebla,No especificado,2000,1288,421,867
Puebla,No especificado,2005,1187,373,814
Puebla,No especificado,2010,1057,329,728
Puebla,No especificado,2020,5671,2822,2849
Puebla,95 a 99 años,1990,2545,950,1595
Puebla,95 a 99 años,1995,3474,1354,2120
Puebla,95 a 99 años,2000,7044,2835,4209
Puebla,95 a 99 años,2005,7209,2908,4301
Puebla,95 a 99 años,2010,9528,3906,5622
Puebla,95 a 99 años,2020,5631,2077,3554
Puebla,90 a 94 años,1990,5691,2258,3433
Puebla,90 a 94 años,1995,6218,2547,3671
Puebla,90 a 94 años,2000,16421,6957,9464
Puebla,90 a 94 años,2005,20730,8886,11844
Puebla,90 a 94 años,2010,26380,11168,15212
Puebla,90 a 94 años,2020,14770,5903,8867
Puebla,85 a 89 años,1990,13525,5853,7672
Puebla,85 a 89 años,1995,14447,6285,8162
Puebla,85 a 89 años,2000,27369,12137,15232
Puebla,85 a 89 años,2005,36177,16005,20172
Puebla,85 a 89 años,2010,43367,18969,24398
Puebla,85 a 89 años,2020,36491,15340,21151
Puebla,80 a 84 años,1990,22198,9781,12417
Puebla,80 a 84 años,1995,22993,9964,13029
Puebla,80 a 84 años,2000,48685,22735,25950
Puebla,80 a 84 años,2005,58514,26859,31655
Puebla,80 a 84 años,2010,67019,30238,36781
Puebla,80 a 84 años,2020,60354,26102,34252
Puebla,75 a 79 años,1990,31992,14971,17021
Puebla,75 a 79 años,1995,38212,18186,20026
Puebla,75 a 79 años,2000,67351,31233,36118
Puebla,75 a 79 años,2005,78396,35821,42575
Puebla,75 a 79 años,2010,96685,43408,53277
Puebla,75 a 79 años,2020,91494,41799,49695
Puebla,70 a 74 años,1990,45259,21277,23982
Puebla,70 a 74 años,1995,57670,27227,30443
Puebla,70 a 74 años,2000,89492,40477,49015
Puebla,70 a 74 años,2005,100862,46020,54842
Puebla,70 a 74 años,2010,115990,53384,62606
Puebla,70 a 74 años,2020,128374,58004,70370
Puebla,65 a 69 años,1990,63979,30069,33910
Puebla,65 a 69 años,1995,76919,35373,41546
Puebla,65 a 69 años,2000,111996,51913,60083
Puebla,65 a 69 años,2005,133552,61586,71966
Puebla,65 a 69 años,2010,150565,69041,81524
Puebla,65 a 69 años,2020,177876,80892,96984
Puebla,60 a 64 años,1990,85006,40083,44923
Puebla,60 a 64 años,1995,100868,47280,53588
Puebla,60 a 64 años,2000,127639,59810,67829
Puebla,60 a 64 años,2005,154041,71906,82135
Puebla,60 a 64 años,2010,188919,88207,100712
Puebla,60 a 64 años,2020,229364,104369,124995
Puebla,55 a 59 años,1990,99683,47017,52666
Puebla,55 a 59 años,1995,113605,53333,60272
Puebla,55 a 59 años,2000,162662,76667,85995
Puebla,55 a 59 años,2005,197862,92385,105477
Puebla,55 a 59 años,2010,240020,110377,129643
Puebla,55 a 59 años,2020,269080,123605,145475
Puebla,50 a 54 años,1990,118670,56107,62563
Puebla,50 a 54 años,1995,139750,66956,72794
Puebla,50 a 54 años,2000,197500,92631,104869
Puebla,50 a 54 años,2005,242420,112766,129654
Puebla,50 a 54 años,2010,279425,129308,150117
Puebla,50 a 54 años,2020,334597,153039,181558
Puebla,5 a 9 años,1990,587427,295554,291873
Puebla,5 a 9 años,1995,594003,300772,293231
Puebla,5 a 9 años,2000,578641,293332,285309
Puebla,5 a 9 años,2005,579804,293977,285827
Puebla,5 a 9 años,2010,574513,291584,282929
Puebla,5 a 9 años,2020,598550,302188,296362
Puebla,45 a 49 años,1990,148058,70806,77252
Puebla,45 a 49 años,1995,175518,83337,92181
Puebla,45 a 49 años,2000,243578,114420,129158
Puebla,45 a 49 años,2005,283374,132012,151362
Puebla,45 a 49 años,2010,328556,151228,177328
Puebla,45 a 49 años,2020,382865,178206,204659
Puebla,40 a 44 años,1990,166092,79353,86739
Puebla,40 a 44 años,1995,207950,100039,107911
Puebla,40 a 44 años,2000,297693,138467,159226
Puebla,40 a 44 años,2005,340799,156674,184125
Puebla,40 a 44 años,2010,394961,182690,212271
Puebla,40 a 44 años,2020,425089,196550,228539
Puebla,35 a 39 años,1990,220557,104236,116321
Puebla,35 a 39 años,1995,275167,129853,145314
Puebla,35 a 39 años,2000,332646,153434,179212
Puebla,35 a 39 años,2005,384349,176534,207815
Puebla,35 a 39 años,2010,420492,192949,227543
Puebla,35 a 39 años,2020,457864,212520,245344
Puebla,30 a 34 años,1990,250317,118110,132207
Puebla,30 a 34 años,1995,299213,140849,158364
Puebla,30 a 34 años,2000,384326,178237,206089
Puebla,30 a 34 años,2005,411939,187990,223949
Puebla,30 a 34 años,2010,441558,203626,237932
Puebla,30 a 34 años,2020,475854,221145,254709
Puebla,25 a 29 años,1990,295479,138847,156632
Puebla,25 a 29 años,1995,351785,165411,186374
Puebla,25 a 29 años,2000,460965,214250,246715
Puebla,25 a 29 años,2005,474429,217540,256889
Puebla,25 a 29 años,2010,511685,241187,270498
Puebla,25 a 29 años,2020,528289,251899,276390
Puebla,20 a 24 años,1990,369823,174448,195375
Puebla,20 a 24 años,1995,447281,212862,234419
Puebla,20 a 24 años,2000,532196,258724,273472
Puebla,20 a 24 años,2005,548971,268014,280957
Puebla,20 a 24 años,2010,604094,299098,304996
Puebla,20 a 24 años,2020,570646,279374,291272
Puebla,15 a 19 años,1990,471300,231159,240141
Puebla,15 a 19 años,1995,526378,259523,266855
Puebla,15 a 19 años,2000,600452,303571,296881
Puebla,15 a 19 años,2005,624075,314797,309278
Puebla,15 a 19 años,2010,604845,305657,299188
Puebla,15 a 19 años,2020,607200,305827,301373
Puebla,100 años y más,1990,1338,436,902
Puebla,100 años y más,1995,1010,311,699
Puebla,100 años y más,2000,4142,1559,2583
Puebla,100 años y más,2005,3919,1408,2511
Puebla,100 años y más,2010,3845,1413,2432
Puebla,100 años y más,2020,1065,335,730
Puebla,10 a 14 años,1990,566985,284925,282060
Puebla,10 a 14 años,1995,591644,299025,292619
Puebla,10 a 14 años,2000,623917,314710,309207
Puebla,10 a 14 años,2005,586108,297066,289042
Puebla,10 a 14 años,2010,620386,314122,306264
Puebla,10 a 14 años,2020,603375,305853,297522
Puebla,0 a 4 años,1990,549465,277188,272277
Puebla,0 a 4 años,1995,574929,290579,284350
Puebla,0 a 4 años,2000,5076686,2448801,2627885
Puebla,0 a 4 años,2005,5383133,2578664,2804469
Puebla,0 a 4 años,2010,5779829,2769855,3009974
Puebla,0 a 4 años,2020,578779,292266,286513
Querétaro,No especificado,1990,6857,3330,3527
Querétaro,No especificado,1995,2815,1329,1486
Querétaro,No especificado,2000,231,93,138
Querétaro,No especificado,2005,184,65,119
Querétaro,No especificado,2010,207,70,137
Querétaro,No especificado,2020,6824,3400,3424
Querétaro,95 a 99 años,1990,486,186,300
Querétaro,95 a 99 años,1995,639,255,384
Querétaro,95 a 99 años,2000,1683,660,1023
Querétaro,95 a 99 años,2005,1700,641,1059
Querétaro,95 a 99 años,2010,2344,914,1430
Querétaro,95 a 99 años,2020,1531,557,974
Querétaro,90 a 94 años,1990,1199,492,707
Querétaro,90 a 94 años,1995,1288,562,726
Querétaro,90 a 94 años,2000,3719,1523,2196
Querétaro,90 a 94 años,2005,4475,1851,2624
Querétaro,90 a 94 años,2010,6400,2751,3649
Querétaro,90 a 94 años,2020,4195,1596,2599
Querétaro,85 a 89 años,1990,2880,1297,1583
Querétaro,85 a 89 años,1995,3162,1399,1763
Querétaro,85 a 89 años,2000,5795,2522,3273
Querétaro,85 a 89 años,2005,8367,3739,4628
Querétaro,85 a 89 años,2010,10760,4641,6119
Querétaro,85 a 89 años,2020,9975,4174,5801
Querétaro,80 a 84 años,1990,4961,2151,2810
Querétaro,80 a 84 años,1995,5166,2238,2928
Querétaro,80 a 84 años,2000,10678,5062,5616
Querétaro,80 a 84 años,2005,13166,6057,7109
Querétaro,80 a 84 años,2010,16494,7562,8932
Querétaro,80 a 84 años,2020,17321,7578,9743
Querétaro,75 a 79 años,1990,6927,3161,3766
Querétaro,75 a 79 años,1995,7532,3497,4035
Querétaro,75 a 79 años,2000,15069,7071,7998
Querétaro,75 a 79 años,2005,18292,8548,9744
Querétaro,75 a 79 años,2010,24701,11421,13280
Querétaro,75 a 79 años,2020,27417,12516,14901
Querétaro,70 a 74 años,1990,8951,4190,4761
Querétaro,70 a 74 años,1995,12377,5987,6390
Querétaro,70 a 74 años,2000,19724,9247,10477
Querétaro,70 a 74 años,2005,24520,11554,12966
Querétaro,70 a 74 años,2010,31562,14757,16805
Querétaro,70 a 74 años,2020,40979,18799,22180
Querétaro,65 a 69 años,1990,13200,6350,6850
Querétaro,65 a 69 años,1995,15847,7473,8374
Querétaro,65 a 69 años,2000,25807,12175,13632
Querétaro,65 a 69 años,2005,33692,15806,17886
Querétaro,65 a 69 años,2010,42991,20110,22881
Querétaro,65 a 69 años,2020,57833,26736,31097
Querétaro,60 a 64 años,1990,17638,8451,9187
Querétaro,60 a 64 años,1995,21951,10393,11558
Querétaro,60 a 64 años,2000,31402,15160,16242
Querétaro,60 a 64 años,2005,40621,19600,21021
Querétaro,60 a 64 años,2010,56288,26912,29376
Querétaro,60 a 64 años,2020,80729,37769,42960
Querétaro,55 a 59 años,1990,21099,10276,10823
Querétaro,55 a 59 años,1995,25227,12280,12947
Querétaro,55 a 59 años,2000,41725,20337,21388
Querétaro,55 a 59 años,2005,57129,27531,29598
Querétaro,55 a 59 años,2010,76870,36628,40242
Querétaro,55 a 59 años,2020,97903,46132,51771
Querétaro,50 a 54 años,1990,25959,12636,13323
Querétaro,50 a 54 años,1995,33922,16851,17071
Querétaro,50 a 54 años,2000,53778,26143,27635
Querétaro,50 a 54 años,2005,73238,35138,38100
Querétaro,50 a 54 años,2010,93449,44472,48977
Querétaro,50 a 54 años,2020,125857,59009,66848
Querétaro,5 a 9 años,1990,149342,75103,74239
Querétaro,5 a 9 años,1995,159715,80724,78991
Querétaro,5 a 9 años,2000,163581,83110,80471
Querétaro,5 a 9 años,2005,162841,82781,80060
Querétaro,5 a 9 años,2010,178916,90972,87944
Querétaro,5 a 9 años,2020,196969,99958,97011
Querétaro,45 a 49 años,1990,33968,16788,17180
Querétaro,45 a 49 años,1995,43552,21587,21965
Querétaro,45 a 49 años,2000,72087,34784,37303
Querétaro,45 a 49 años,2005,91576,43747,47829
Querétaro,45 a 49 años,2010,114275,53763,60512
Querétaro,45 a 49 años,2020,149832,71841,77991
Querétaro,40 a 44 años,1990,40378,19975,20403
Querétaro,40 a 44 años,1995,56445,28124,28321
Querétaro,40 a 44 años,2000,90271,43023,47248
Querétaro,40 a 44 años,2005,109689,51435,58254
Querétaro,40 a 44 años,2010,138438,65728,72710
Querétaro,40 a 44 años,2020,165728,79318,86410
Querétaro,35 a 39 años,1990,55252,27222,28030
Querétaro,35 a 39 años,1995,77155,37633,39522
Querétaro,35 a 39 años,2000,103722,48193,55529
Querétaro,35 a 39 años,2005,126438,59116,67322
Querétaro,35 a 39 años,2010,145169,68081,77088
Querétaro,35 a 39 años,2020,182743,87967,94776
Querétaro,30 a 34 años,1990,67780,32945,34835
Querétaro,30 a 34 años,1995,89066,42868,46198
Querétaro,30 a 34 años,2000,119099,55547,63552
Querétaro,30 a 34 años,2005,130500,60021,70479
Querétaro,30 a 34 años,2010,153300,72317,80983
Querétaro,30 a 34 años,2020,194576,94293,100283
Querétaro,25 a 29 años,1990,81606,38944,42662
Querétaro,25 a 29 años,1995,103287,49042,54245
Querétaro,25 a 29 años,2000,136899,63403,73496
Querétaro,25 a 29 años,2005,146713,68013,78700
Querétaro,25 a 29 años,2010,168520,80717,87803
Querétaro,25 a 29 años,2020,214139,105543,108596
Querétaro,20 a 24 años,1990,100487,47269,53218
Querétaro,20 a 24 años,1995,130819,62591,68228
Querétaro,20 a 24 años,2000,152906,73825,79081
Querétaro,20 a 24 años,2005,162541,79047,83494
Querétaro,20 a 24 años,2010,187241,92904,94337
Querétaro,20 a 24 años,2020,209039,104347,104692
Querétaro,15 a 19 años,1990,125235,61191,64044
Querétaro,15 a 19 años,1995,145338,71349,73989
Querétaro,15 a 19 años,2000,164074,82482,81592
Querétaro,15 a 19 años,2005,178589,89895,88694
Querétaro,15 a 19 años,2010,182608,92453,90155
Querétaro,15 a 19 años,2020,198141,99841,98300
Querétaro,100 años y más,1990,187,62,125
Querétaro,100 años y más,1995,140,46,94
Querétaro,100 años y más,2000,868,351,517
Querétaro,100 años y más,2005,840,315,525
Querétaro,100 años y más,2010,922,303,619
Querétaro,100 años y más,2020,242,76,166
Querétaro,10 a 14 años,1990,140664,70380,70284
Querétaro,10 a 14 años,1995,155971,78843,77128
Querétaro,10 a 14 años,2000,174551,87912,86639
Querétaro,10 a 14 años,2005,168900,85804,83096
Querétaro,10 a 14 años,2010,183541,93230,90311
Querétaro,10 a 14 años,2020,198601,100847,97754
Querétaro,0 a 4 años,1990,146179,73769,72410
Querétaro,0 a 4 años,1995,159062,80413,78649
Querétaro,0 a 4 años,2000,1404306,680966,723340
Querétaro,0 a 4 años,2005,1598139,772759,825380
Querétaro,0 a 4 años,2010,1827937,887188,940749
Querétaro,0 a 4 años,2020,187893,94523,93370
Quintana Roo,No especificado,1990,9312,4796,4516
Quintana Roo,No especificado,1995,1721,923,798
Quintana Roo,No especificado,2000,109,63,46
Quintana Roo,No especificado,2005,70,46,24
Quintana Roo,No especificado,2010,76,43,33
Quintana Roo,No especificado,2020,21022,10501,10521
Quintana Roo,95 a 99 años,1990,111,50,61
Quintana Roo,95 a 99 años,1995,142,70,72
Quintana Roo,95 a 99 años,2000,361,188,173
Quintana Roo,95 a 99 años,2005,477,248,229
Quintana Roo,95 a 99 años,2010,761,387,374
Quintana Roo,95 a 99 años,2020,531,253,278
